191,28,meu yurnero joga mt sabe da lh,NOT
192,28,ERZA EZ LIFE,OFF
193,29,gl and have a fucking fun all,NOT
194,29,you too bro ,NOT
195,29,wp gg,NOT
196,29,gg,NOT
197,29,gg am ez,OFF
198,30,?,NOT
199,31,Currently OfflineLast Online 2 mins ago Currently OfflineLast Online 4 mins ago Currently Online pause he will be back hes online,NOT
200,31,ok who likes pizza,NOT
201,31,Currently In-GameDota 2Join Game,NOT
202,31,same,NOT
203,31,ez team,OFF
204,31,pause hes almost here please,NOT
205,31,no Dios llego,NOT
206,31,lol,NOT
207,31,hola pyudge,NOT
208,31,hola,NOT
209,31,lol,NOT
210,31,lol,NOT
211,31,muere,NOT
212,31,lmao,NOT
213,31,ooops,NOT
214,31,he'll come back we waited for your peruvian invoker so plz,OFF
215,31,no is mmr  loser,OFF
216,31,his palms are just a bit sweaty his knees are weak,NOT
217,31,please pause he's coming power went out it's back ....,NOT
218,31,ranked?,NOT
219,31,ti,NOT
220,31,Rofl,NOT
221,31,normal..,NOT
222,31,wait you noobs,OFF
223,31,F9,NOT
224,31,nop,NOT
225,31,ti2017-2,NOT
226,31,2 more,NOT
227,31,legendary Sepiroth Silencer,NOT
228,31,faggots know they can't win with pudge here,OFF
229,31,ya me lo viole toda mi chele le caera en su espalda,NOT
230,31,ty,NOT
231,31,lol,NOT
232,31,there he is,NOT
233,31,you deserved that you faggots,OFF
234,31,viole who?,NOT
235,31,there he is guyz,NOT
236,31,have some karma on us,NOT
237,31,lol viper what happened? noob,OFF
238,31,trash i understand why you kept unpausing you're garbage as fuck,OFF
239,31,LOL,NOT
240,31,gegepw,NOT
241,31,gg,NOT
242,31,gg,NOT
243,31,gg,NOT
244,31,trash,OFF
245,31,gg,NOT
246,32,OMG i got 2k alch 4vs4 Go,NOT
247,32,no Storm is afking got shadow amulet and is running to just afk in the jungel end,OFF
248,32,pl  pls stop ez pl SO EZ,OFF
249,32,lol,NOT
250,32,u r fucknig bot,OFF
251,33,"cmon we have woods, its equal",NOT
252,33,"rmk? Guys if you could report bloodseeker, that will be grateful if you dont want people like him in your games, i would suggest mute/report ty",OFF
253,33,gg gg finish,OFF
254,33,man im buyin wards 19 min this aint fun at all cant believe we won with this bs megalul LUL bad teammates they used you gg,OFF
255,34,hf,NOT
256,34,report involk,OFF
257,34,DOG NICE DIVE DOG,OFF
258,34,gg,NOT
259,34,gg,NOT
260,34,bg,NOT
261,35,wp,NOT
262,35,:*,NOT
263,35,*,NOT
264,35,)),NOT
265,35,:D gg kotl sosi,NOT
266,36,ff ff,OFF
267,37,)) ) ) 1-12,NOT
268,37,bpb,NOT
269,38,hf,NOT
270,38,gg lads,NOT
271,38,mant its ur throne ,NOT
272,38,go next living armor lvl 4 0 incentives,OFF
273,38,wp go next mb?,OFF
274,38,ye go next,OFF
275,38,ez,OFF
276,38,gg our woods reported by 4 man,OFF
277,38,cant be blamed,NOT
278,38,OH i have an lc LMASO,NOT
279,38,i have insta ruiners tree got armor on lvl 4,NOT
280,38,194) not worth it,NOT
281,38,ahahg,NOT
282,38,:DDDDDDDDDDD,NOT
283,38,nice ulti,NOT
284,38,ult illusion,NOT
285,38,he was talking he has such high mmr,NOT
286,38,thats what they are taught in russia,NOT
287,38,he is so good ahahahahah ye its russian,NON
288,38,) this stupid cunt cant understand simple things i dont know how they living,OFF
289,38,ahahaa,NOT
290,38,something something who gives a shit,OFF
291,38,what a trash player  END THANKS ,OFF
292,38,ty legion,NOT
293,38,wp,NOT
294,39,?,NOT
295,39,gg,NOT
296,39,nice pick silebcer,NOT
297,40,TEAM SB HAHAHA TEAM SB FUCK SB NO MORE HAHAHA,OFF
298,40,sad,NOT
299,40,end,OFF
300,40,SAD EZ,OFF
301,40,g g,NOT
302,40,ez,OFF
303,41,+,NOT
304,41,gl hf,NOT
305,41,bl nhf,NOT
306,41,gg hf,NOT
307,41,"That's rude, old man",NOT
308,41,gl hf *,NOT
309,41,roflanebalk (,NOT
310,41,"u mad, bro>",OFF
311,41,haha im not lol,NOT
312,41,k <3,NOT
313,41,XD,NOT
314,41,LOL,NOT
315,41,ROFLANEBALO,NOT
316,41,CK stupid,OFF
317,41,+,NOT
318,41,xd,NOT
319,41,worth it,NOT
320,41,xD,NOT
321,41,rly,NOT
322,41,"I resurrect in 30 seconds, your tower never does",NOT
323,41,xD,NOT
324,41,makes sense,NOT
325,41,"Having a shitty game, making excuses not to tilt :D",NOT
326,41,hi,NOT
327,41,Rage quit,OFF
328,41,lol,NOT
329,41,This my sk don't touch him,NOT
330,41,"Jk, man",NOT
331,41,:D i know,NOT
332,41,What if he want's to be touched?,NOT
333,41,lmao,NOT
334,41,Just saying,NOT
335,41,i don't think rhis this,NOT
336,41,"If you truly want him to be happy, you have to let him go",NOT
337,41,)) + _,NOT
338,41,"Feels good, man",NOT
339,41,DOVIYOBIVALSA )) fells good ? zeus 1.2 k,NOT
340,41,Zeus,NOT
341,41,power ranger,NOT
342,41,Retard Mider huev Pizda kotoraya sosnula sf Sf Ya etomu dalbaebu wardy stavil suka na mid ,OFF
343,41,fells good xD,NOT
344,41,":D Nice bkb, man 5 seconds?",NOT
345,41,saves me hehee,NOT
346,41,lol ck almost die on illusion,NOT
347,41,boring haha GGWP afk pl lmao,NOT
348,41,) +,NOT
349,41,kOTEL,NOT
350,41,ggwp,NOT
351,41,gg,NOT
352,41,gg wp,NOT
353,41,gg wp,NOT
354,41,wp kotl commended,NOT
355,42,reported nyx,OFF
356,42,report lc thx,OFF
357,42,i have full team of russians  i need more reports,OFF
358,42,ahahah,NOT
359,42,'slaty paja' says we are russains!!!,OFF
360,42,=),NOT
361,42,AHHHA,NOT
362,42,pause pls Rec pause rats ) )),OFF
363,42,",.",NOT
364,42,enough just play,NOT
365,42,w8 my friend pls,NOT
366,42,u poslka cunt shut the fuck up and wait  here is no free win,OFF
367,42,:DD not polska,NOT
368,42,gj,NOT
369,42,24 damag lega... ))) haha ),NOT
370,42,report lc,OFF
371,42,no,NOT
372,42,yes,NOT
373,42,he is good guy,NOT
374,42,you better ?),NOT
375,42,i like him ?D lmao,NOT
376,42,i farm creaps,NOT
377,42,report mirana and queen and nyx ty fucking feeding team,OFF
378,42,),NOT
379,42,gg,NOT
380,42,gg,NOT
381,43,nice invis rune nicee axe come,NOT
382,43,w8 w8 guys hes coming,NOT
383,43,gg,NOT
384,43,E Ez ez gg,OFF
385,43,eazy,OFF
386,43,:D ,NOT
387,44,JUG AGAIN,NOT
388,45,phone sec,NOT
389,45,1 min pls,NOT
390,45,klk ok,NOT
391,45,<3,NOT
392,45,no,NOT
393,45,;/,NOT
394,45,sory,NOT
395,45,no gay i like that :D,OFF
396,45,8=====D :/,NOT
397,45,...,NOT
398,45,where are u from guys,NOT
399,45,Poland,NOT
400,45,welp,NOT
401,45,g ?,NOT
402,45,g,NOT
403,45,my pizza is coming ty\,NOT
404,45,kurva man,NOT
405,45,lol lol lol rlly lol lol gg wp nice fkn chase rtz is proud,NOT
406,45, U NOOB,OFF
407,45,yeye  love you too gj gg,NOT
408,45,that was nice,NOT
409,45,gg,NOT
410,45,admin pudge :D,NOT
411,45,Gg,NOT
412,45,gg,NOT
413,45,wwp wp,NOT
414,46,LMAO,NOT
415,46,So desperate for a win haha its sad ;* <3,OFF
416,46,bye,NOT
417,47,GG WP GL GL,NOT
418,48,ty,NOT
419,48,yo,NOT
420,48,so much alg lol :S,NOT
421,48,gg,NOT
422,49,GG,NOT
423,49,( ) gg,NOT
424,49,))),NOT
425,49,GG,NOT
426,50,?,NOT
427,50,???,NOT
428,50,g XD XD,NOT
429,50,PA ours jungle  go pudge gj,NOT
430,50,report pa,OFF
431,50,?,NOT
432,50,bEST VOKER,NOT
433,50,like pa  ;),NOT
434,50,reprot  necro ty,OFF
435,50,Ez mid ty ??,OFF
436,50,?,NOT
437,50,7-5?? uebishe bEST VOKER IN EU XD teach me pls,NOT
438,50,xDDDDDDDDDDD gg report necro ty,OFF
439,50,??? EZ,OFF
440,50,gg wp,NOT
441,50,Go def 5 min,NOT
442,50,gg,NOT
443,50,gg report invoker and pa ,OFF
444,51,As if u didnt TP there I even heard the sound,NOT
445,51,ik HAHA,NOT
446,51,NO gg,NOT
447,51,gg ,NOT
448,52,gl hf,NOT
449,52,next,NOT
450,52,)?,NOT
451,53,morph nice carry,NOT
452,53,NICE beast,NOT
453,53,go end pls,OFF
454,53,tarraske and end,OFF
455,53,tron pls,NOT
456,53,? stfu u already def,OFF
457,53,huesos,NOT
458,53,Bg report beast pls,OFF
459,54,end nakaka puta ka naman pudge,OFF
460,54,Ez mid,OFF
461,54,o.o,NOT
462,54,?,NOT
463,54,axe said pause recon i guess?,NOT
464,54,???,NOT
465,54,cant understand english?,OFF
466,54,57 secs? he cant rc?,NOT
467,54,dead,NOT
468,54,wait,NOT
469,54,1min i guess :O tnx,NOT
470,54,already 1 min from SF pausing,NOT
471,54,just another min xD,NOT
472,54,haha Yeah,NOT
473,54,thanks,NOT
474,54,HALIMAW!!! HALIMAW!!!,NOT
475,54,END MID GUTS,OFF
476,54,ez mid btw,OFF
477,54,lol xD,NOT
478,54,haha joke,NOT
479,54,def def,NOT
480,54,ggwp,NOT
481,55,see that,NOT
482,55,OE CLOCK LET ME DANCE PLZ XD,NOT
483,55,lol,NOT
484,55,HANDS UP HANDS DOWN,NOT
485,55,lol,NOT
486,55,LOL,NOT
487,55,gg sf,NOT
488,55,brew that's the latest radiance rip,NOT
489,55,report troll ty,OFF
490,55,nice counter pick,NOT
491,55,ez mid,OFF
492,55,lol,NOT
493,55,again,NOT
494,55,gg wp,NOT
495,55,hate u clck,OFF
496,55,lol commend team,NOT
497,55,and ricki,NOT
498,55,lel,NOT
499,55,sorry man,NOT
500,56,Gg,NOT
501,56,gg,NOT
502,56,xD,NOT
503,57,gg,NOT
504,57,),NOT
505,57,gg wp ns Sorry ns,NOT
506,57,EZ for pudge EZ,OFF
507,58,? gg,NOT
508,59,susntrike is reakl,NOT
509,59,?,NOT
510,59,pro mid,NOT
511,60,hitruga,NOT
512,60,:D,NOT
513,60,GG WP blin pisal ,NOT
514,60,gg wp Gl next,NOT
515,60,GG WP,NOT
516,61,gl hf,NOT
517,61,who's gonna mid?,NOT
518,61,Timber,NOT
519,61,ya,NOT
520,61,udachi i veseloi igra GO FF,OFF
521,61,Lol wp,NOT
522,61,),NOT
523,61,gf[[f[f,OFF
524,61,..,NOT
525,61,gg,NOT
526,62,5800,NOT
527,62,),NOT
528,62,+,NOT
529,63,? ?,NOT
530,63,GG,NOT
531,63,gg ez,OFF
532,64,jaja,NOT
533,64,gg ez,OFF
534,64,EZ,OFF
535,65,ahhah,NOT
536,65,lol,NOT
537,65,"..!.,",NOT
538,65,),NOT
539,65,),NOT
540,65,WP Solo play Thanks for game!,NOT
541,65,gg,NOT
542,65,sniper noob,OFF
543,66,i am winer,NOT
544,67,Cerf,NOT
545,67,report bone,OFF
546,67,thx bone for win,NOT
547,67,+,NOT
548,68,"hard luck Luna, should of get atleast a kill there merry chirstmas everyone, happy dota-ing",NOT
549,68,just a little longer thx faggots,OFF
550,68,sorry pa your team ran you into our fountain,NOT
551,68,Xd,NOT
552,68,And the fountain nearly die hey ? RIGHT SPEC?,NOT
553,68,nah the fountain was loling all the way,NOT
554,68,?,NOT
555,68,gg,NOT
556,68,ggwp,NOT
557,68,gg,NOT
558,68,gg,NOT
559,68,ggwp,NOT
560,69,wtf bois,NOT
561,69,stay afk he abandoned,NOT
562,69,grats dups sups,NOT
563,70,lol,NOT
564,70,stun al creep crjo XD muere mrd,NOT
565,70,sry,NOT
566,70,np,NOT
567,70,rthx\,NOT
568,70,GL HF XD,NOT
569,70,ez mid jajaja,OFF
570,70,dun run i got no mana,NOT
571,70,mirenlo xd jajaaj,NOT
572,70,XD,NOT
573,70,sry,NOT
574,70,thx,NOT
575,70,np,NOT
576,70,sry :(,NOT
577,70,c ck carry ,NOT
578,70,FACK,NOT
579,70,nO TEAM EZ MID,OFF
580,70,good one buddy,NOT
581,70,EZZZZZZ,OFF
582,70,GG suport carry AHAHA NI UN ward en todo estos 22 min,NOT
583,70,ck carry tmr,NOT
584,70,SO CLOSE,NOT
585,70,NAAA,NOT
586,70,:(,NOT
587,70,solo reporten al ck papus,OFF
588,70,gg invoker jajaj ese slakr jajajaaja,NOT
589,70,RUNNN I SCARED >..< DUN KILL ME IM FAT,NOT
590,70,jajajajajajajaa ese invoker jajajajaajaj jajajajaja ese invoker jajajaajajajajajajaja hjajaajajajajaja,NOT
591,70,bouyt tto throw this game with this unappreciartive team should i feed down mid?,OFF
592,70,jajaajjajaja jajaajaja,NOT
593,70,ggwp,NOT
594,70,reporten al ck porfa,OFF
595,70,porfa xd jajaa,NOT
596,70,ggwp,NOT
597,70,report ck,OFF
598,70,report CK report ck PLS  = COMMEND,OFF
599,71,CHO  SUKA KAK DELA? ,NOT
600,71,SHO,NOT
601,71,OPYAT SUKA A HUI TAM ,NOT
602,71,OP'AT'?????,NOT
603,71,NA GRABLI NASTUPOL ,NOT
604,71,YEBAK,NOT
605,71,V EBALO POLUCHIL ,NOT
606,71,POLUCHIL SUKAAAA,NOT
607,71,yea,NOT
608,71,report riki ty for game,OFF
609,71,report riki,OFF
610,72,lol,NOT
611,73,why,NOT
612,74,what tje,NOT
613,74,wp] jajaja di maka sunder,NOT
614,74,haha,NOT
615,74,haha aw,NOT
616,74,ggwp,NOT
617,74,wp storm,NOT
618,74,haha,NOT
619,74,watching porn?,OFF
620,74,ka va ning ee,NOT
621,74,gg lol,NOT
622,74,sr,NOT
623,74,haha,NOT
624,74,gg lol,NOT
625,74,sad,NOT
626,74,end wait for?,OFF
627,74,lol,NOT
628,74,lol nooooooooooooo,NOT
629,74,lol,NOT
630,74,ggwp happy def?,NOT
631,74,LOOK AT OUR FUCKING CARRy FUCKING KID,OFF
632,74,GG,NOT
633,74,gg,NOT
634,74,gg,NOT
635,74,GG,NOT
636,75,GG WP,NOT
637,75,),NOT
638,76,sisaj kurac,NOT
639,76,)),NOT
640,76,wp,NOT
641,76,:D,NOT
642,76,ahahahaha ahahahaha 5 4 ajaahha,NOT
643,76,you dont watch map?,NOT
644,76,no 1k player,NOT
645,76,talking about yourself?,NOT
646,76,why not ?? hate me more,NOT
647,76,greed,NOT
648,76,is good,NOT
649,76,hey XD XD ogho dauni1,NOT
650,76,y did u tilt the poor sf?,OFF
651,76,ol am lol,NOT
652,76,this am finish Please,OFF
653,76,you are so useful,NOT
654,76,im done,NOT
655,76,but trashtalking from start,NOT
656,76,psina tupac,NOT
657,76,),NOT
658,76,"u didnt let sf mid, he tilted, u got 3 weak lanes as a result",OFF
659,76,i sf roam,NOT
660,76,oh he didnt want mid from the start?,NOT
661,76,yup,NOT
662,76,wowoowowo stop,NOT
663,76,he stupid kid,OFF
664,76,OK,NOT
665,76,i mean he did,NOT
666,76,we win pls,NOT
667,76,but lost the roll,NOT
668,76,thats on him then,NOT
669,76,with iq < 0,OFF
670,76,and fped sf,OFF
671,76,am had farm,NOT
672,76,comneback o no,NOT
673,76,buit u lost other lanes,NOT
674,76,sf roam,NOT
675,77,fuck dota crash,NOT
676,77,fck you,OFF
677,77,ez,OFF
678,77,;3,NOT
679,77,ez,OFF
680,77,ez gg ez,OFF
681,77,comment me,NOT
682,77,ahahyah gg rez,NOT
683,77,ggwp,NOT
684,77,ez,OFF
685,77,ez,OFF
686,77,haha,NOT
687,77,WP,NOT
688,77,ez noobs,OFF
689,77,commend me,NOT
690,78,Double farm It`s ez game :D Pidarasi redkostnie Ny lan Poxui,OFF
691,78,kak tak to? :),NOT
692,78,Na shakere toge pidaras,NOT
693,78,+ ),NOT
694,78,Nice glif Double hard? Vi 4o eblani?,NOT
695,78,gg :) LOL,NOT
696,78,(,NOT
697,78,lol xaxaax jugger prosto kon4enij ujobok,NOT
698,78,((9,NOT
699,78,hoholchik,NOT
700,79,GG,NOT
701,79,get lvl1 homing missile,NOT
702,79,how do u know piece of shit WTF u from the last game,OFF
703,79,indo dogs?,OFF
704,79,yeah indo so doggy rght nw,OFF
705,79,nice try,NOT
706,79,nice push,NOT
707,79,why u kill me heart,NOT
708,79,gg,NOT
709,79,gg,NOT
710,79,Ez,OFF
711,80,5 stack? haha,NOT
712,80,xd,NOT
713,80,pure retard ????,OFF
714,80,idk raged,OFF
715,80,GG :),NOT
716,80,gg,NOT
717,80,gg wp,NOT
718,80,report ursa pls,OFF
719,80,gg ,NOT
720,80,still no bkb,NOT
721,80,i think actually the best part was that he took aegis for jungle farming,NOT
722,80,+,NOT
723,81,:v :v Q XUXA QUIERES MRD,NOT
724,82,with tin and PA,NOT
725,82,can u report that guys?,OFF
726,82,+,NOT
727,82,they leaving on purpose ...,NOT
728,82,gg report those two they feed and then they leave cool,OFF
729,82,gg,NOT
730,83,wtf buybak kampang gift rampage,NOT
731,83,haha],NOT
732,83,wkawka,NOT
733,83,gg,NOT
734,83,go creep go,NOT
735,84,hi storm come mid my love neja sik olup mana storm ah,NOT
736,84,pl suck in mid vs storm pa,OFF
737,84,at least our storm has no boots,NOT
738,84,pl suck it,OFF
739,84,lol u are nobody,OFF
740,84,i know who win game? me my team? who is mega u ? no no non o,NOT
741,84,ol,NOT
742,84,ezzzzzzzzzzzzzz,OFF
743,84,ez,OFF
744,84,lol ez bate ,OFF
745,84,useless pa,OFF
746,85,gj,NOT
747,85,Wp,NOT
748,86,wow,NOT
749,86,+ lucky,NOT
750,86,ok 5th ... i should have had 11 kills 6,NOT
751,87,ty,NOT
752,88,rofl,NOT
753,88,gg wanna feed me? gg,NOT
754,88,ez game,OFF
755,88,"report them, all best team",OFF
756,88,just leave,OFF
757,88,fuck you,OFF
758,88,"don't waste time on 5v3 if u get kills it wont even count, cuz we're not playing for frags",NOT
759,88,REPORT PLS ALL FUCKING ALL,OFF
760,88,katerboi rockin' up mtv?,NOT
761,88,wk can u leav?,NOT
762,88,nop,NOT
763,88,man pls,NOT
764,88,why?,NOT
765,88,work for your mmr,NOT
766,88,u wont win work what this is not work,NOT
767,88,why would you waste the time of 6 ppl,NOT
768,88,this is waste of time,NOT
769,88,god what is happening today every game only griefer,NOT
770,88,yea its dota valve will need to do smthign about this,NOT
771,88,can you pls leave,OFF
772,88,or ppl lwill stop play soon they need perma ban ,OFF
773,88,you dont have to make it worse,NOT
774,88,or at least 1month,NOT
775,88,im 8 days banned on main,NOT
776,88,well i have radi mb i can win,NOT
777,88,there is literally 0 chance for you to win i tried ,OFF
778,88,man i dont care i dont accept 3minutes -25 mmr u cant talk all day,OFF
779,88,then the only person ill report is you,OFF
780,88,stop dude pls stop,NOT
781,88,im so fed boys i will win dont worry,NOT
782,88,u are n1 matre im sure u gonna win this 1vs5,NOT
783,88,u will see,NOT
784,88,ok u fucking shit u start to be annoing fat fuck i think autism runs in your family oh sorry when i see your picture i understand no one runs in your familly,OFF
785,88,=D its me i promos,NOT
786,88,for a moment i though autism runs in your familly but then i realize no one runs in your familly fat fuck,OFF
787,88,im alomost 6slot boys wrtite more let me farm,NOT
788,88,u got this,NOT
789,88,autistic fat fuck,OFF
790,88,boogyman s here,OFF
791,88,wk u gonna be x5 reported,OFF
792,88,+,NOT
793,88,*,NOT
794,88,i get report u get -25 seems fair,OFF
795,88,:D,NOT
796,88,i hope your mom die fucking retard,OFF
797,88,THAT is why you cant win alone,NOT
798,88,i dont care im havin fun,NOT
799,88,well u will hf In lp alsp,NOT
800,88,5 report,OFF
801,88,also,NOT
802,88,retard ,OFF
803,88,cuz u can only report chat abuse to enemy =D,OFF
804,88,I don't have reports,OFF
805,88,go mute me )DD idc,NOT
806,88,fucking dogs WIN? BIITCH,OFF
807,88,u win this game so hard wk u n1,NOT
808,88,all report him,OFF
809,88,+ x5 reports,OFF
810,88,i bluffed i have no repots ledt,OFF
811,89,report silver edge,OFF
812,89,gl hf,NOT
813,89,Asco de maus oe  miren pa que jugar ps,NOT
814,89,what?,NOT
815,89,?,NOT
816,89,lol that buyback tho,NOT
817,89,gg end,OFF
818,89,??,NOT
819,89,?? LMAO that's what you bought back for? rofl that shaman follows his fuckin dreams i like him,NOT
820,89,denle las gracias al blis gg,NOT
821,89,what?,NOT
822,89,he said he sucks,OFF
823,89,oh okay,NOT
824,89,reporeten a blis ,OFF
825,89,i thought so,NOT
826,89,pls ty,NOT
827,89,lol,NOT
828,89,nah reporting ursa,OFF
829,89,tss,NOT
830,89,no prob,NOT
831,89,he just wanna a kiss,NOT
832,89,tell him to cum and give me one then,OFF
833,89,kis kis jajaja aprende a jugar,NOT
834,89,lol gg ,NOT
835,90,=),NOT
836,91,toy furioso quiero romper culos,NOT
837,91,q eres kaka eres jaaakaka <>c nib centauri haha haha ese centauro,NOT
838,91,nice,NOT
839,91,tactical feed,NOT
840,91,haha,NOT
841,91,lmao,NOT
842,91,ty,NOT
843,91,ur welcome,NOT
844,91,haha,NOT
845,91,sick lmao solo ulti a shaman nice shadow blade reveal you stupid pic haha,OFF
846,91,haha,NOT
847,91,haha,NOT
848,91,haha casi,NOT
849,91,haha,NOT
850,91,gg end,OFF
851,91,Ahora Pe Ya no tienen rasta Ahora Pe rasta Q haces Sin team Muere Basura,NOT
852,91,haha,NOT
853,91,gg,NOT
854,91,Izi divine,OFF
855,91,hahah easi jaaja,NOT
856,91,EZ,OFF
857,92,almost 10 sec silence,NOT
858,93,report are legion please he muted everyone at start of game and picked legion jungle now,OFF
859,93,push no def,NOT
860,93,finish,OFF
861,93,report legion pls,OFF
862,93,gg legion,NOT
863,93,pls pls pls report legion,OFF
864,93,end im afk,OFF
865,93,he could be on your team next,NOT
866,93,done,NOT
867,93,what did you do wrong>,NOT
868,93,reporten al tb si pueden mandan ss y los recomiendo,OFF
869,93,gg ezsafelane,OFF
870,94,? daun? Gege ez,OFF
871,95,makan tu roshan,NOT
872,95,buyback dong,NOT
873,95,dont end it please,NOT
874,95,idiot,OFF
875,95,makan tuh,NOT
876,95,wait,NOT
