338,toda mi chele le caera en su espalda,NOT
339,ty,NOT
340,lol,NOT
341,there he is,NOT
342,you deserved that you faggots,OFF
343,viole who?,NOT
344,there he is guyz,NOT
345,have some karma,NOT
346,on us,NOT
347,lol viper what happened?,NOT
348,noob,OFF
349,trash,OFF
350,i understand why you kept unpausing,NOT
351,you're garbage as fuck,OFF
352,LOL,NOT
353,gegepw,NOT
354,gg,NOT
355,gg,NOT
356,gg,NOT
357,trash,OFF
358,gg,NOT
359,OMG,NOT
360,i got 2k alch,NOT
361,4vs4,NOT
362,Go,NOT
363,no,NOT
364,Storm is afking,NOT
365,got shadow amulet,NOT
366,and is running to just afk in the jungel,NOT
367,end,OFF
368,pl ,NOT
369,pls stop,OFF
370,ez pl,OFF
371,SO EZ,OFF
372,lol,NOT
373,u r fucknig bot,OFF
374,"cmon we have woods, its equal",NOT
375,rmk?,NOT
376,"Guys if you could report bloodseeker, that will be grateful",OFF
377,"if you dont want people like him in your games, i would suggest mute/report",OFF
378,ty,NOT
379,gg,NOT
380,gg,NOT
381,finish,OFF
382,man im buyin wards 19 min,NOT
383,this aint fun at all,NOT
384,cant believe,NOT
385,we won,NOT
386,with this bs,OFF
387,megalul,NOT
388,LUL,NOT
389,bad teammates,OFF
390,they used you,NOT
391,gg,NOT
392,hf,NOT
393,report involk,OFF
394,DOG,OFF
395,NICE,NOT
396,DIVE,NOT
397,DOG,OFF
398,gg,NOT
399,gg,NOT
400,bg,NOT
401,wp,NOT
402,:*,NOT
403,*,NOT
404,)),NOT
405,:D,NOT
406,gg,NOT
407,kotl,NOT
408,sosi,NOT
409,ff,OFF
410,ff,OFF
411,)),NOT
412,),NOT
413,),NOT
414,1-12,NOT
415,bpb,NOT
416,hf,NOT
417,gg lads,NOT
418,mant its ur throne ,NOT
419,go next,OFF
420,living armor lvl 4,NOT
421,0 incentives,NOT
422,wp,NOT
423,go next mb?,OFF
424,ye go next,OFF
425,ez,OFF
426,gg our woods reported by 4 man,OFF
427,cant be blamed,NOT
428,OH i have an lc,NOT
429,LMASO,NOT
430,i have insta ruiners,NOT
431,tree got armor on lvl 4,NOT
432,194),NOT
433,not worth it,NOT
434,ahahg,NOT
435,:DDDDDDDDDDD,NOT
436,nice ulti,NOT
437,ult illusion,NOT
438,he was talking,NOT
439,he has such high mmr,NOT
440,thats what they are taught in russia,NOT
441,he is so good,NOT
442,ahahahahah,NOT
443,ye its russian,NOT
444,),NOT
445,this stupid cunt cant understand simple things,OFF
446,i dont know how they living,NOT
447,ahahaa,NOT
448,something something who gives a shit,OFF
449,what a trash player ,OFF
450,END,OFF
451,THANKS ,NOT
452,ty legion,NOT
453,wp,NOT
454,?,NOT
455,gg,NOT
456,nice pick silebcer,NOT
457,TEAM SB HAHAHA,NOT
458,TEAM SB FUCK,OFF
459,SB NO MORE HAHAHA,NOT
460,sad,NOT
461,end,OFF
462,SAD,NOT
463,EZ,OFF
464,g,NOT
465,g,NOT
466,ez,OFF
467,+,NOT
468,gl hf,NOT
469,bl nhf,NOT
470,gg hf,NOT
471,"That's rude, old man",NOT
472,gl hf *,NOT
473,roflanebalk,NOT
474,(,NOT
475,"u mad, bro>",OFF
476,haha,NOT
477,im not,NOT
478,lol,NOT
479,k <3,NOT
480,XD,NOT
481,LOL,NOT
482,ROFLANEBALO,NOT
483,CK stupid,OFF
484,+,NOT
485,xd,NOT
486,worth it,NOT
487,xD,NOT
488,rly,NOT
489,"I resurrect in 30 seconds, your tower never does",NOT
490,xD,NOT
491,makes sense,NOT
492,"Having a shitty game, making excuses not to tilt :D",NOT
493,hi,NOT
494,Rage quit,OFF
495,lol,NOT
496,This my sk,NOT
497,don't touch him,NOT
498,"Jk, man",NOT
499,:D,NOT
500,i know,NOT
501,What if he want's to be touched?,NOT
502,lmao,NOT
503,Just saying,NOT
504,i don't think rhis,NOT
505,this,NOT
506,"If you truly want him to be happy, you have to let him go",NOT
507,)),NOT
508,+,NOT
509,_,NOT
510,"Feels good, man",NOT
511,DOVIYOBIVALSA,NOT
512,)),NOT
513,fells good,NOT
514,?,NOT
515,zeus,NOT
516,1.2 k,NOT
517,Zeus,NOT
518,power ranger,NOT
519,Retard,OFF
520,Mider huev,NOT
521,Pizda kotoraya sosnula sf,NOT
522,Sf,NOT
523,Ya etomu dalbaebu wardy stavil suka na mid ,NOT
524,fells good,NOT
525,xD,NOT
526,:D,NOT
527,"Nice bkb, man",NOT
528,5 seconds?,NOT
529,saves me,NOT
530,hehee,NOT
531,lol ck almost die on illusion,NOT
532,boring,NOT
533,haha,NOT
534,GGWP,NOT
535,afk,NOT
536,pl,NOT
537,lmao,NOT
538,),NOT
539,+,NOT
540,kOTEL,NOT
541,ggwp,NOT
542,gg,NOT
543,gg wp,NOT
544,gg wp,NOT
545,wp kotl,NOT
546,commended,NOT
547,reported nyx,OFF
548,report lc,OFF
549,thx,NOT
550,i have full team of russians ,OFF
551,i need more reports,OFF
552,ahahah,NOT
553,'slaty paja' says we are russains!!!,OFF
554,=),NOT
555,AHHHA,NOT
556,pause pls,NOT
557,Rec,NOT
558,pause,NOT
559,rats,OFF
560,),NOT
561,)),NOT
562,",.",NOT
563,enough,NOT
564,just play,NOT
565,w8 my friend pls,NOT
566,u poslka cunt shut the fuck up and wait ,OFF
567,here is no free win,NOT
568,:DD,NOT
569,not polska,NOT
570,gj,NOT
571,24 damag lega... ))),NOT
572,haha ),NOT
573,report lc,OFF
574,no,NOT
575,yes,NOT
576,he is good guy,NOT
577,you better ?),NOT
578,i like him,NOT
579,?D,NOT
580,lmao,NOT
581,i farm creaps,NOT
582,report mirana and queen,OFF
583,and nyx,NOT
584,ty,NOT
585,fucking feeding team,OFF
586,),NOT
587,gg,NOT
588,gg,NOT
589,nice invis rune,NOT
590,nicee,NOT
591,axe come,NOT
592,w8,NOT
593,w8 guys,NOT
594,hes coming,NOT
595,gg,NOT
596,E,NOT
597,Ez,OFF
598,ez,OFF
599,gg,NOT
600,eazy,OFF
601,:D ,NOT
602,JUG AGAIN,NOT
603,phone sec,NOT
604,1 min pls,NOT
605,klk,NOT
606,ok,NOT
607,<3,NOT
608,no,NOT
609,;/,NOT
610,sory,NOT
611,no gay i like that :D,OFF
612,8=====D :/,NOT
613,...,NOT
614,where are u from guys,NOT
615,Poland,NOT
616,welp,NOT
617,g,NOT
618,?,NOT
619,g,NOT
620,my pizza is coming,NOT
621,ty\,NOT
622,kurva man,NOT
623,lol,NOT
624,lol,NOT
625,lol rlly,NOT
626,lol,NOT
627,lol,NOT
628,gg wp,NOT
629,nice fkn chase,NOT
630,rtz is proud,NOT
631, U NOOB,OFF
632,yeye ,NOT
633,love you too,NOT
634,gj,NOT
635,gg,NOT
636,that was nice,NOT
637,gg,NOT
638,admin pudge :D,NOT
639,Gg,NOT
640,gg,NOT
641,wwp wp,NOT
642,LMAO,NOT
643,So desperate for a win,NOT
644,haha its sad,OFF
645,;* <3,NOT
646,bye,NOT
647,GG WP GL GL,NOT
648,ty,NOT
649,yo,NOT
650,so much alg lol,NOT
651,:S,NOT
652,gg,NOT
653,GG,NOT
654,(,NOT
655,),NOT
656,gg,NOT
657,))),NOT
658,GG,NOT
659,?,NOT
660,???,NOT
661,g,NOT
662,XD,NOT
663,XD,NOT
664,PA ours jungle ,NOT
665,go pudge,NOT
666,gj,NOT
667,report pa,OFF
668,?,NOT
669,bEST VOKER,NOT
670,like pa ,NOT
671,;),NOT
672,reprot ,OFF
673,necro,NOT
674,ty,NOT
675,Ez mid ty,OFF
676,??,NOT
677,?,NOT
678,7-5??,NOT
679,uebishe,NOT
680,bEST VOKER IN EU XD,NOT
681,teach me pls,NOT
682,xDDDDDDDDDDD,NOT
683,gg,NOT
684,report,OFF
685,necro,NOT
686,ty,NOT
687,???,NOT
688,EZ,OFF
689,gg wp,NOT
690,Go def,NOT
691,5 min,NOT
692,gg,NOT
693,gg,NOT
694,report invoker and pa ,OFF
695,As if u didnt TP there,NOT
696,I even heard the sound,NOT
697,ik,NOT
698,HAHA,NOT
699,NO,NOT
700,gg,NOT
701,gg ,NOT
702,gl hf,NOT
703,next,NOT
704,)?,NOT
705,morph,NOT
706,nice carry,NOT
707,NICE beast,NOT
708,go end,OFF
709,pls,NOT
710,tarraske and end,OFF
711,tron pls,NOT
712,?,NOT
713,stfu,OFF
714,u already def,NOT
715,huesos,NOT
716,Bg,NOT
717,report beast,OFF
718,pls,NOT
719,end,OFF
720,nakaka puta ka naman pudge,NOT
721,Ez mid,OFF
722,o.o,NOT
723,?,NOT
724,axe said pause recon i guess?,NOT
725,???,NOT
726,cant understand english?,OFF
727,57 secs?,NOT
728,he cant rc?,NOT
729,dead,NOT
730,wait,NOT
731,1min i guess :O tnx,NOT
732,already 1 min,NOT
733,from SF pausing,NOT
734,just another min xD,NOT
735,haha,NOT
736,Yeah,NOT
737,thanks,NOT
738,HALIMAW!!!,NOT
739,HALIMAW!!!,NOT
740,END MID GUTS,OFF
741,ez mid,OFF
742,btw,NOT
743,lol xD,NOT
744,haha,NOT
745,joke,NOT
746,def,NOT
747,def,NOT
748,ggwp,NOT
749,see that,NOT
750,OE CLOCK,NOT
751,LET ME DANCE PLZ,NOT
752,XD,NOT
753,lol,NOT
754,HANDS UP,NOT
755,HANDS DOWN,NOT
756,lol,NOT
757,LOL,NOT
758,gg sf,NOT
759,brew that's the latest radiance,NOT
760,rip,NOT
761,report troll,OFF
762,ty,NOT
763,nice counter pick,NOT
764,ez mid,OFF
765,lol,NOT
766,again,NOT
767,gg wp,NOT
768,hate u clck,OFF
769,lol,NOT
770,commend team,NOT
771,and ricki,NOT
772,lel,NOT
773,sorry man,NOT
774,Gg,NOT
775,gg,NOT
776,xD,NOT
777,gg,NOT
778,),NOT
779,gg wp ns,NOT
780,Sorry ns,NOT
781,EZ for pudge,OFF
782,EZ,OFF
783,?,NOT
784,gg,NOT
785,susntrike,NOT
786,is reakl,NOT
787,?,NOT
788,pro mid,NOT
789,hitruga,NOT
790,:D,NOT
791,GG,NOT
792,WP,NOT
793,blin,NOT
794,pisal ,NOT
795,gg wp,NOT
796,Gl next,NOT
797,GG WP,NOT
798,gl hf,NOT
799,who's gonna mid?,NOT
800,Timber,NOT
801,ya,NOT
802,udachi i veseloi igra,NOT
803,GO FF,OFF
804,Lol,NOT
805,wp,NOT
806,),NOT
807,gf[[f[f,OFF
808,..,NOT
809,gg,NOT
810,5800,NOT
811,),NOT
812,+,NOT
813,?,NOT
814,?,NOT
815,GG,NOT
816,gg ez,OFF
817,jaja,NOT
818,gg,NOT
819,ez,OFF
820,EZ,OFF
821,ahhah,NOT
822,lol,NOT
823,"..!.,",NOT
824,),NOT
825,),NOT
826,WP,NOT
827,Solo play,NOT
828,Thanks for game!,NOT
829,gg,NOT
830,sniper noob,OFF
831,i am winer,NOT
832,Cerf,NOT
833,report bone,OFF
834,thx bone for win,NOT
835,+,NOT
836,"hard luck Luna, should of get atleast a kill there",NOT
837,"merry chirstmas everyone, happy dota-ing",NOT
838,just a little longer thx,NOT
839,faggots,OFF
840,sorry pa your team ran you into our fountain,NOT
841,Xd,NOT
842,And the fountain nearly die hey ?,NOT
843,RIGHT SPEC?,NOT
844,nah the fountain was loling all the way,NOT
845,?,NOT
846,gg,NOT
847,ggwp,NOT
848,gg,NOT
849,gg,NOT
850,ggwp,NOT
851,wtf bois,NOT
852,stay afk,NOT
853,he abandoned,NOT
854,grats dups,NOT
855,sups,NOT
856,lol,NOT
857,stun al creep crjo,NOT
858,XD,NOT
859,muere mrd,NOT
860,sry,NOT
861,np,NOT
862,rthx\,NOT
863,GL HF,NOT
864,XD,NOT
865,ez mid,OFF
866,jajaja,NOT
867,dun run i got no mana,NOT
868,mirenlo xd,NOT
869,jajaaj,NOT
870,XD,NOT
871,sry,NOT
872,thx,NOT
873,np,NOT
874,sry :(,NOT
875,c,NOT
876,ck carry ,NOT
877,FACK,NOT
878,nO TEAM,NOT
879,EZ MID,OFF
880,good one,NOT
881,buddy,NOT
882,EZZZZZZ,OFF
883,GG suport carry,NOT
884,AHAHA,NOT
885,NI UN ward,NOT
886,en todo estos 22 min,NOT
887,ck carry,NOT
888,tmr,NOT
889,SO CLOSE,NOT
890,NAAA,NOT
891,:(,NOT
892,solo reporten al ck,OFF
893,papus,NOT
894,gg invoker,NOT
895,jajaj,NOT
896,ese slakr,NOT
897,jajajaaja,NOT
898,RUNNN,NOT
899,I SCARED >..<,NOT
900,DUN KILL ME IM FAT,NOT
901,jajajajajajajaa,NOT
902,ese invoker,NOT
903,jajajajaajaj,NOT
904,jajajajaja,NOT
905,ese invoker,NOT
906,jajajaajajajajajajaja,NOT
907,hjajaajajajajaja,NOT
908,bouyt tto throw this game,OFF
909,with this unappreciartive team,NOT
910,should i feed down mid?,OFF
911,jajaajjajaja,NOT
912,jajaajaja,NOT
913,ggwp,NOT
914,reporten al ck,OFF
915,porfa,NOT
916,porfa xd,NOT
917,jajaa,NOT
918,ggwp,NOT
919,report ck,OFF
920,report CK,OFF
921,report ck PLS  = COMMEND,OFF
922,CHO ,NOT
923,SUKA,NOT
924,KAK DELA? ,NOT
925,SHO,NOT
926,OPYAT,NOT
927,SUKA,NOT
928,A HUI TAM ,NOT
929,OP'AT'?????,NOT
930,NA GRABLI NASTUPOL ,NOT
931,YEBAK,NOT
932,V EBALO POLUCHIL ,NOT
933,POLUCHIL SUKAAAA,NOT
934,yea,NOT
935,report riki,OFF
936,ty for game,NOT
937,report riki,OFF
938,lol,NOT
939,why,NOT
940,what tje,NOT
941,wp],NOT
942,jajaja,NOT
943,di maka sunder,NOT
944,haha,NOT
945,haha,NOT
946,aw,NOT
947,ggwp,NOT
948,wp,NOT
949,storm,NOT
950,haha,NOT
951,watching porn?,OFF
952,ka va ning ee,NOT
953,gg,NOT
954,lol,NOT
955,sr,NOT
956,haha,NOT
957,gg,NOT
958,lol,NOT
959,sad,NOT
960,end,OFF
961,wait for?,NOT
962,lol,NOT
963,lol,NOT
964,nooooooooooooo,NOT
965,lol,NOT
966,ggwp,NOT
967,happy def?,NOT
968,LOOK AT OUR FUCKING CARRy,NOT
969,FUCKING KID,OFF
970,GG,NOT
971,gg,NOT
972,gg,NOT
973,GG,NOT
974,GG WP,NOT
975,),NOT
976,sisaj kurac,NOT
977,)),NOT
978,wp,NOT
979,:D,NOT
980,ahahahaha,NOT
981,ahahahaha,NOT
982,5,NOT
983,4,NOT
984,ajaahha,NOT
985,you dont watch map?,NOT
986,no,NOT
987,1k,NOT
988,player,NOT
989,talking about yourself?,NOT
990,why not,NOT
991,??,NOT
992,hate me more,NOT
993,greed,NOT
994,is good,NOT
995,hey,NOT
996,XD,NOT
997,XD,NOT
998,ogho,NOT
999,dauni1,NOT
1000,y did u tilt the poor sf?,OFF
1001,ol am,NOT
1002,lol,NOT
1003,this am,NOT
1004,finish,OFF
1005,Please,NOT
1006,you are so useful,NOT
1007,im done,NOT
1008,but trashtalking from start,NOT
1009,psina tupac,NOT
1010,),NOT
1011,"u didnt let sf mid, he tilted, u got 3 weak lanes as a result",OFF
1012,i sf roam,NOT
1013,oh he didnt want mid from the start?,NOT
1014,yup,NOT
1015,wowoowowo,NOT
1016,stop,NOT
1017,he stupid kid,OFF
1018,OK,NOT
1019,i mean he did,NOT
1020,we win,NOT
1021,pls,NOT
1022,but lost the roll,NOT
1023,thats on him then,NOT
1024,with iq < 0,OFF
1025,and fped sf,OFF
1026,am had farm,NOT
1027,comneback,NOT
1028,o no,NOT
1029,buit u lost other lanes,NOT
1030,sf roam,NOT
1031,fuck dota crash,NOT
1032,fck you,OFF
1033,ez,OFF
1034,;3,NOT
1035,ez,OFF
1036,ez,OFF
1037,gg,NOT
1038,ez,OFF
1039,comment me,NOT
1040,ahahyah,NOT
1041,gg rez,NOT
1042,ggwp,NOT
1043,ez,OFF
1044,ez,OFF
1045,haha,NOT
1046,WP,NOT
1047,ez noobs,OFF
1048,commend me,NOT
1049,Double farm,NOT
1050,It`s ez game,OFF
1051,:D,NOT
1052,Pidarasi redkostnie,NOT
1053,Ny lan,NOT
1054,Poxui,NOT
1055,kak tak to? :),NOT
1056,Na shakere toge pidaras,NOT
1057,+,NOT
1058,),NOT
1059,Nice glif,NOT
1060,Double hard?,NOT
1061,Vi 4o eblani?,NOT
1062,gg :),NOT
1063,LOL,NOT
1064,(,NOT
1065,lol,NOT
1066,xaxaax,NOT
1067,jugger prosto kon4enij ujobok,NOT
1068,((9,NOT
1069,hoholchik,NOT
1070,GG,NOT
1071,get lvl1 homing missile,NOT
1072,how do u know piece of shit,OFF
1073,WTF,NOT
1074,u from the last game,NOT
1075,indo dogs?,OFF
1076,yeah indo so doggy rght nw,OFF
1077,nice try,NOT
1078,nice push,NOT
1079,why u kill me heart,NOT
1080,gg,NOT
1081,gg,NOT
1082,Ez,OFF
1083,5 stack?,NOT
1084,haha,NOT
1085,xd,NOT
1086,pure retard,OFF
1087,????,NOT
1088,idk,NOT
1089,raged,OFF
1090,GG :),NOT
1091,gg,NOT
1092,gg wp,NOT
1093,report ursa pls,OFF
1094,gg ,NOT
1095,still no bkb,NOT
1096,i think actually the best part was that he took aegis for jungle farming,NOT
1097,+,NOT
1098,:v,NOT
1099,:v,NOT
1100,Q XUXA QUIERES MRD,NOT
1101,with tin and PA,NOT
1102,can u report that guys?,OFF
1103,+,NOT
1104,they leaving on purpose,NOT
1105,...,NOT
1106,gg,NOT
1107,report those two,OFF
1108,they feed and then they leave,OFF
1109,cool,NOT
1110,gg,NOT
1111,wtf,NOT
1112,buybak kampang gift rampage,NOT
1113,haha],NOT
1114,wkawka,NOT
1115,gg,NOT
1116,go creep go,NOT
1117,hi storm,NOT
1118,come mid my love,NOT
1119,neja sik olup mana storm,NOT
1120,ah,NOT
1121,pl suck in mid vs storm,OFF
1122,pa,NOT
1123,at least our storm has no boots,NOT
1124,pl,NOT
1125,suck it,OFF
1126,lol u are nobody,OFF
1127,i know,NOT
1128,who win game?,NOT
1129,me,NOT
1130,my team?,NOT
1131,who is mega,NOT
1132,u ?,NOT
1133,no no non o,NOT
1134,ol,NOT
1135,ezzzzzzzzzzzzzz,OFF
1136,ez,OFF
1137,lol ez bate ,OFF
1138,useless pa,OFF
1139,gj,NOT
1140,Wp,NOT
1141,wow,NOT
1142,+,NOT
1143,lucky,NOT
1144,ok,NOT
1145,5th ...,NOT
1146,i should have had 11 kills,NOT
1147,6,NOT
1148,ty,NOT
1149,rofl,NOT
1150,gg,NOT
1151,wanna feed me?,NOT
1152,gg,NOT
1153,ez game,OFF
1154,"report them,",OFF
1155,all,NOT
1156,best team,NOT
1157,just leave,OFF
1158,fuck you,OFF
1159,don't waste time,NOT
1160,on 5v3,NOT
1161,"if u get kills it wont even count, cuz we're not playing for frags",NOT
1162,REPORT,OFF
1163,PLS,NOT
1164,ALL,NOT
1165,FUCKING ALL,OFF
1166,katerboi rockin' up mtv?,NOT
1167,wk can u leav?,NOT
1168,nop,NOT
1169,man pls,NOT
1170,why?,NOT
1171,work for your mmr,NOT
1172,u wont win,NOT
1173,work what,NOT
1174,this is not work,NOT
1175,why would you waste the time of 6 ppl,NOT
1176,this is waste of time,NOT
1177,god what is happening,NOT
1178,today every game only griefer,NOT
1179,yea,NOT
1180,its,NOT
1181,dota,NOT
1182,valve will need to do smthign about this,NOT
1183,can you pls leave,OFF
1184,or ppl lwill stop play soon,NOT
1185,they need perma ban ,OFF
1186,you dont have to make it worse,NOT
1187,or at least 1month,NOT
1188,im 8 days banned,NOT
1189,on main,NOT
1190,well i have radi mb i can win,NOT
1191,there is literally 0 chance for you to win,OFF
1192,i tried ,NOT
1193,man i dont care i dont accept 3minutes -25 mmr,NOT
1194,u cant talk all day,OFF
1195,then the only person ill report is you,OFF
1196,stop dude,NOT
1197,pls stop,NOT
1198,im so fed boys i will win,NOT
1199,dont worry,NOT
1200,u are n1,NOT
1201,matre,NOT
1202,im sure u gonna win this,NOT
1203,1vs5,NOT
1204,u will see,NOT
1205,ok u fucking shit,OFF
1206,u start to be annoing,OFF
1207,fat,OFF
1208,fuck,OFF
1209,i think autism runs in your family,OFF
