lmatch,player_num,gmatch,text,OFF
10,8,252433,EZ,OFF
10,9,252433,commend nyo es na magaling wag yung es na bobo,NOT
10,8,252433,IMIK ANU,NOT
10,7,252433,46-36,NOT
10,5,252433,parang ES lang hahha,NOT
10,3,252433,HAHAHAHAHAHAHAHA,NOT
10,7,252433,46-36,NOT
10,9,252433,es na bobo puta,NOT
10,7,252433,46-36 haha,NOT
10,5,252433,hahahah,NOT
10,2,252433,jerax bobo ka naman,NOT
11,6,341259,+,NOT
12,7,230574,GG WP,NOT
13,1,347994,Ez mid,OFF
13,2,347994,gg full carry,NOT
16,6,17742,toh hang igt bleh menang?,NOT
16,0,17742,bendi bendi,NOT
16,6,17742,lancau,NOT
16,2,17742,to hang to mem,NOT
16,6,17742,cakap pun tak btoi,NOT
16,0,17742,torma dan loca,NOT
16,6,17742,nak menang lagi,NOT
16,0,17742,lagi torma,NOT
16,6,17742,torma pak ang,NOT
16,0,17742,pak ang lor la,NOT
16,2,17742,ey ki ggt la,NOT
16,4,17742,ggwp,NOT
16,6,17742,gg,NOT
19,7,238125,double 5 ranks GG nice combo tinker ns,NOT
19,1,238125,nais combo,NOT
19,7,238125,sven kontrit pla iil net,NOT
19,1,238125,sven ,NOT
19,7,238125,ty govoril vrode net nu ofc v 6 slotov pl silnee GG,NOT
19,3,238125,gg was afk wtf sf condomn,OFF
20,9,18834,sniper you`re so dam good how can you play with him so good? ohh right click and go gg,NOT
23,0,387169,a net melhoro foi? primeira deu fail,OFF
23,6,387169,gg sk kk,NOT
23,2,387169,comend,NOT
23,3,387169,GG,NOT
24,8,175834,noob team fucking tinker HAHAHA FUCK,OFF
24,2,175834,HAHAHA,NOT
24,8,175834,SAD LA,OFF
24,0,175834,lol,NOT
24,8,175834,HAHAHA,NOT
24,9,175834,dagger in,NOT
24,8,175834,ANU YUN ENIGMA ? HAHAHA,NOT
24,1,175834,OK,NOT
24,8,175834,HAHAHA,NOT
24,5,175834,t,NOT
24,8,175834,HAHAHA,NOT
24,9,175834,WTF haha,NOT
24,8,175834,NO BUYBACK,NOT
24,9,175834,PUSH haha haha,NOT
24,8,175834,ENDNA END NA,OFF
24,7,175834,FUCK UR 1 psuh,OFF
24,8,175834,HAHAHA COME BOT LAST CLASH HAHAHA HERO BB ? SURE NA BA KAYO ? SAD,NOT
24,5,175834,Ez,OFF
24,3,175834,hahah,NOT
24,7,175834,GEGE,NOT
24,1,175834,Gg,NOT
24,9,175834,haha GGWP,NOT
24,5,175834,ez commend mne,OFF
24,8,175834,EZ,OFF
24,5,175834,ez,OFF
24,8,175834,EZ SUPP,OFF
26,7,54983,por la weba predicen quispes,NOT
26,1,54983,LOL ,NOT
26,4,54983,lo,NOT
26,7,54983,que cha pasa,NOT
26,6,54983,Ez,OFF
26,5,54983,.l.,NOT
26,1,54983,gg ,NOT
26,6,54983,for pandariam!!,NOT
26,1,54983,gg,NOT
26,6,54983,PANDA ,NOT
26,1,54983,LOL ,NOT
26,6,54983,eZ MID,OFF
26,7,54983,ezz of,OFF
26,5,54983,wk ctmr,NOT
26,7,54983,ezz,OFF
26,5,54983,te odio,NOT
26,6,54983,SEXO,NOT
28,4,91406,(,NOT
28,6,91406,))),NOT
28,5,91406,lfhje,NOT
28,4,91406,),NOT
28,0,91406,ty lol ybn )),NOT
28,6,91406,),NOT
30,7,118926,te kasna bubacka,NOT
30,9,118926,ggwp,NOT
30,5,118926,gg,NOT
32,9,243113,tOY MOTIVADO RECIEN VI A MI GORDO SMASH chichichiled led led ese mismo que querias hacrr blood mid xd,NOT
32,4,243113,why u let low skill player mid vs me,OFF
32,9,243113,listo,NOT
32,4,243113,Xd,NOT
32,0,243113,XD,NOT
32,4,243113,ez mid,OFF
32,3,243113,::'(,NOT
32,8,243113,comend tide,NOT
33,6,298079,good ult :D,NOT
33,9,298079,finish plz,OFF
33,3,298079,gg wp,NOT
33,6,298079,gg,NOT
33,1,298079,gg,NOT
33,2,298079,gg wp hate you BRUH,OFF
34,5,193533,lycan like why don't  you jungley? im depressed how bout you,NOT
34,4,193533,Lo siento no me puedo concentrar Ando en otra,NOT
34,5,193533,report pango Stole bounty,OFF
34,1,193533,Xd :V ,NOT
34,5,193533,"report pagnolierelri, too many blink report panhandle, too many javilo",OFF
34,4,193533,gg,NOT
34,6,193533,gg,NOT
35,7,383512,&,NOT
35,1,383512,2 times ?,NOT
35,0,383512,fcuking tinker,OFF
35,2,383512,gg wp,NOT
35,1,383512,report sniper p`lz ty,OFF
37,7,242952,fkj],NOT
38,4,316342,lol omg,NOT
38,9,316342,?,NOT
38,4,316342, ),NOT
38,6,316342,GG,NOT
38,2,316342,gg,NOT
40,5,8311,gl,NOT
42,3,138771,?,NOT
42,0,138771,x x XD,NOT
42,5,138771,da pra ganha,NOT
42,0,138771,da foi bom,NOT
42,4,138771,meu yurnero joga mt sabe da lh,NOT
42,3,138771,ERZA EZ LIFE,OFF
43,2,238552,gl and have a fucking fun all,NOT
43,8,238552,you too bro ,NOT
43,2,238552,wp gg,NOT
43,3,238552,gg,NOT
43,1,238552,gg am ez,OFF
44,3,258617,?,NOT
45,0,127135,Currently OfflineLast Online 2 mins ago Currently OfflineLast Online 4 mins ago Currently Online pause he will be back hes online,NOT
45,4,127135,ok who likes pizza,NOT
45,0,127135,Currently In-GameDota 2Join Game,NOT
45,2,127135,same,NOT
45,9,127135,ez team,OFF
45,0,127135,pause hes almost here please,NOT
45,7,127135,no Dios llego,NOT
45,0,127135,lol,NOT
45,8,127135,hola pyudge,NOT
45,0,127135,hola,NOT
45,9,127135,lol,NOT
45,0,127135,lol,NOT
45,9,127135,muere,NOT
45,2,127135,lmao,NOT
45,3,127135,ooops,NOT
45,2,127135,he'll come back we waited for your peruvian invoker so plz,OFF
45,8,127135,no is mmr  loser,OFF
45,4,127135,his palms are just a bit sweaty his knees are weak,NOT
45,2,127135,please pause he's coming power went out it's back ....,NOT
45,7,127135,ranked?,NOT
45,4,127135,ti,NOT
45,1,127135,Rofl,NOT
45,7,127135,normal..,NOT
45,2,127135,wait you noobs,OFF
45,8,127135,F9,NOT
45,7,127135,nop,NOT
45,4,127135,ti2017-2,NOT
45,8,127135,2 more,NOT
45,4,127135,legendary Sepiroth Silencer,NOT
45,2,127135,faggots know they can't win with pudge here,OFF
45,6,127135,ya me lo viole toda mi chele le caera en su espalda,NOT
45,0,127135,ty,NOT
45,3,127135,lol,NOT
45,1,127135,there he is,NOT
45,2,127135,you deserved that you faggots,OFF
45,3,127135,viole who?,NOT
45,1,127135,there he is guyz,NOT
45,2,127135,have some karma on us,NOT
45,3,127135,lol viper what happened? noob,OFF
45,2,127135,trash i understand why you kept unpausing you're garbage as fuck,OFF
45,7,127135,LOL,NOT
45,1,127135,gegepw,NOT
45,2,127135,gg,NOT
45,0,127135,gg,NOT
45,3,127135,gg,NOT
45,2,127135,trash,OFF
45,4,127135,gg,NOT
46,0,23821,OMG i got 2k alch 4vs4 Go,NOT
46,8,23821,no Storm is afking got shadow amulet and is running to just afk in the jungel end,OFF
46,0,23821,pl  pls stop ez pl SO EZ,OFF
46,7,23821,lol,NOT
46,0,23821,u r fucknig bot,OFF
47,2,132450,"cmon we have woods, its equal",NOT
47,0,132450,"rmk? Guys if you could report bloodseeker, that will be grateful if you dont want people like him in your games, i would suggest mute/report ty",OFF
47,7,132450,gg gg finish,OFF
47,0,132450,man im buyin wards 19 min this aint fun at all cant believe we won with this bs megalul LUL bad teammates they used you gg,OFF
48,8,229605,hf,NOT
48,7,229605,report involk,OFF
48,3,229605,DOG NICE DIVE DOG,OFF
48,0,229605,gg,NOT
48,4,229605,gg,NOT
48,9,229605,bg,NOT
50,0,96993,wp,NOT
50,2,96993,:*,NOT
50,9,96993,*,NOT
50,2,96993,)),NOT
50,9,96993,:D gg kotl sosi,NOT
52,2,324948,ff ff,OFF
53,5,4503,)) ) ) 1-12,NOT
53,8,4503,bpb,NOT
54,2,259235,hf,NOT
54,8,259235,gg lads,NOT
54,1,259235,mant its ur throne ,NOT
54,5,259235,go next living armor lvl 4 0 incentives,NOT
54,2,259235,wp go next mb?,NOT
54,9,259235,ye go next,OFF
54,1,259235,ez,OFF
54,9,259235,gg our woods reported by 4 man,OFF
54,5,259235,cant be blamed,NOT
54,8,259235,OH i have an lc LMASO,NOT
54,5,259235,i have insta ruiners tree got armor on lvl 4,NOT
54,6,259235,194) not worth it,NOT
54,5,259235,ahahg,NOT
54,7,259235,:DDDDDDDDDDD,NOT
54,1,259235,nice ulti,NOT
54,5,259235,ult illusion,NOT
54,9,259235,he was talking he has such high mmr,NOT
54,5,259235,thats what they are taught in russia,NOT
54,9,259235,he is so good ahahahahah ye its russian,NOT
54,6,259235,) this stupid cunt cant understand simple things i dont know how they living,OFF
54,5,259235,ahahaa,NOT
54,8,259235,something something who gives a shit,OFF
54,7,259235,what a trash player  END THANKS ,OFF
54,1,259235,ty legion,NOT
54,9,259235,wp,NOT
55,4,317996,?,NOT
55,3,317996,gg,NOT
55,4,317996,nice pick silebcer,NOT
56,5,165226,TEAM SB HAHAHA TEAM SB FUCK SB NO MORE HAHAHA,OFF
56,6,165226,sad,NOT
56,2,165226,end,OFF
56,5,165226,SAD EZ,OFF
56,8,165226,g g,NOT
56,2,165226,ez,OFF
57,8,335432,+,NOT
57,1,335432,gl hf,NOT
57,5,335432,bl nhf,NOT
57,9,335432,gg hf,NOT
57,1,335432,"That's rude, old man",NOT
57,9,335432,gl hf *,NOT
57,8,335432,roflanebalk (,NOT
57,1,335432,"u mad, bro>",OFF
57,9,335432,haha im not lol,NOT
57,1,335432,k <3,NOT
57,9,335432,XD,NOT
57,3,335432,LOL,NOT
57,8,335432,ROFLANEBALO,NOT
57,3,335432,CK stupid,OFF
57,8,335432,+,NOT
57,9,335432,xd,NOT
57,1,335432,worth it,NOT
57,8,335432,xD,NOT
57,9,335432,rly,NOT
57,1,335432,"I resurrect in 30 seconds, your tower never does",NOT
57,8,335432,xD,NOT
57,9,335432,makes sense,NOT
57,1,335432,"Having a shitty game, making excuses not to tilt :D",NOT
57,8,335432,hi,NOT
57,1,335432,Rage quit,OFF
57,7,335432,lol,NOT
57,8,335432,This my sk don't touch him,NOT
57,1,335432,"Jk, man",NOT
57,8,335432,:D i know,NOT
57,1,335432,What if he want's to be touched?,NOT
57,8,335432,lmao,NOT
57,1,335432,Just saying,NOT
57,8,335432,i don't think rhis this,NOT
57,1,335432,"If you truly want him to be happy, you have to let him go",NOT
57,8,335432,)) + _,NOT
57,1,335432,"Feels good, man",NOT
57,8,335432,DOVIYOBIVALSA )) fells good ? zeus 1.2 k,NOT
57,3,335432,Zeus,NOT
57,9,335432,power ranger,NOT
57,3,335432,Retard Mider huev Pizda kotoraya sosnula sf Sf Ya etomu dalbaebu wardy stavil suka na mid ,OFF
57,8,335432,fells good xD,NOT
57,1,335432,":D Nice bkb, man 5 seconds?",NOT
57,9,335432,saves me hehee,NOT
57,7,335432,lol ck almost die on illusion,NOT
57,9,335432,boring haha GGWP afk pl lmao,NOT
57,8,335432,) +,NOT
57,4,335432,kOTEL,NOT
57,9,335432,ggwp,NOT
57,7,335432,gg,NOT
57,1,335432,gg wp,NOT
57,6,335432,gg wp,NOT
57,9,335432,wp kotl commended,NOT
58,1,58238,reported nyx,OFF
58,6,58238,report lc thx,OFF
58,3,58238,i have full team of russians  i need more reports,OFF
58,6,58238,ahahah,NOT
58,0,58238,'slaty paja' says we are russains!!!,OFF
58,1,58238,=),NOT
58,0,58238,AHHHA,NOT
58,6,58238,pause pls Rec pause rats ) )),OFF
58,1,58238,",.",NOT
58,3,58238,enough just play,NOT
58,9,58238,w8 my friend pls,NOT
58,5,58238,u poslka cunt shut the fuck up and wait  here is no free win,OFF
58,3,58238,:DD not polska,NOT
58,6,58238,gj,NOT
58,4,58238,24 damag lega... ))) haha ),NOT
58,6,58238,report lc,OFF
58,3,58238,no,NOT
58,6,58238,yes,NOT
58,3,58238,he is good guy,NOT
58,4,58238,you better ?),NOT
58,3,58238,i like him ?D lmao,NOT
58,6,58238,i farm creaps,NOT
58,1,58238,report mirana and queen and nyx ty fucking feeding team,OFF
58,7,58238,),NOT
58,3,58238,gg,NOT
58,6,58238,gg nice invis rune nicee axe come,NOT
59,7,137650,w8 w8 guys hes coming,NOT
59,6,137650,gg,NOT
59,5,137650,E Ez ez gg,OFF
59,9,137650,eazy,OFF
59,8,137650,:D  JUG AGAIN,NOT
61,0,62423,phone sec,NOT
61,3,62423,1 min pls,NOT
61,6,62423,klk ok,NOT
61,3,62423,<3,NOT
61,6,62423,no,NOT
61,3,62423,;/,NOT
61,6,62423,sory,NOT
61,0,62423,no gay i like that :D,OFF
61,3,62423,8=====D :/,NOT
61,6,62423,...,NOT
61,9,62423,where are u from guys,NOT
61,0,62423,Poland,NOT
61,7,62423,welp,NOT
61,0,62423,g ?,NOT
61,5,62423,g,NOT
61,2,62423,my pizza is coming ty\,NOT
61,9,62423,kurva man,NOT
61,3,62423,lol lol lol rlly lol lol gg wp nice fkn chase rtz is proud,NOT
61,9,62423, U NOOB,OFF
61,3,62423,yeye  love you too gj gg,NOT
61,0,62423,that was nice,NOT
61,9,62423,gg,NOT
61,0,62423,admin pudge :D,NOT
61,4,62423,Gg,NOT
61,5,62423,gg,NOT
61,0,62423,wwp wp,NOT
62,3,188806,LMAO,NOT
62,1,188806,So desperate for a win haha its sad ;* <3,OFF
62,2,188806,bye,NOT
63,6,2418,GG WP GL GL,NOT
64,8,305005,ty,NOT
64,7,305005,yo,NOT
64,5,305005,so much alg lol :S,NOT
64,6,305005,gg,NOT
65,0,310714,GG,NOT
65,2,310714,( ) gg,NOT
65,0,310714,))),NOT
65,2,310714,GG,NOT
66,5,277755,?,NOT
66,4,277755,???,NOT
66,5,277755,g XD XD,NOT
66,8,277755,PA ours jungle  go pudge gj,NOT
66,9,277755,report pa,OFF
66,5,277755,?,NOT
66,4,277755,bEST VOKER,NOT
66,8,277755,like pa  ;),NOT
66,5,277755,reprot  necro ty,OFF
66,4,277755,Ez mid ty ??,OFF
66,5,277755,?,NOT
66,4,277755,7-5?? uebishe bEST VOKER IN EU XD teach me pls,NOT
66,5,277755,xDDDDDDDDDDD gg report necro ty,OFF
66,4,277755,??? EZ,OFF
66,5,277755,gg wp,NOT
66,4,277755,Go def 5 min,NOT
66,9,277755,gg,NOT
66,8,277755,gg report invoker and pa ,OFF
67,2,46794,As if u didnt TP there I even heard the sound,NOT
67,9,46794,ik HAHA,NOT
67,2,46794,NO gg,NOT
67,3,46794,gg ,NOT
68,4,221093,gl hf,NOT
68,7,221093,next,NOT
68,0,221093,)?,NOT
69,5,331687,morph nice carry,NOT
69,4,331687,NICE beast,NOT
69,0,331687,go end pls,OFF
69,9,331687,tarraske and end,OFF
69,0,331687,tron pls,NOT
69,8,331687,? stfu u already def,OFF
69,5,331687,huesos,NOT
69,4,331687,Bg report beast pls end nakaka puta ka naman pudge,OFF
70,0,219802,Ez mid,OFF
70,3,219802,o.o,NOT
70,8,219802,?,NOT
70,3,219802,axe said pause recon i guess?,NOT
70,8,219802,???,NOT
70,3,219802,cant understand english?,OFF
70,8,219802,57 secs? he cant rc?,NOT
70,6,219802,dead,NOT
70,4,219802,wait,NOT
70,3,219802,1min i guess :O tnx,NOT
70,7,219802,already 1 min from SF pausing,NOT
70,3,219802,just another min xD,NOT
70,4,219802,haha Yeah,NOT
70,3,219802,thanks,NOT
70,2,219802,HALIMAW!!! HALIMAW!!!,NOT
70,5,219802,END MID GUTS,OFF
70,4,219802,ez mid btw,OFF
70,3,219802,lol xD,NOT
70,4,219802,haha joke,NOT
70,2,219802,def def,NOT
70,3,219802,ggwp,NOT
71,6,108266,see that,NOT
71,2,108266,OE CLOCK LET ME DANCE PLZ XD,NOT
71,6,108266,lol,NOT
71,2,108266,HANDS UP HANDS DOWN,NOT
71,6,108266,lol,NOT
71,2,108266,LOL,NOT
71,0,108266,gg sf,NOT
71,6,108266,brew that's the latest radiance rip,NOT
71,3,108266,report troll ty,OFF
71,7,108266,nice counter pick,NOT
71,3,108266,ez mid,OFF
71,8,108266,lol,NOT
71,2,108266,again,NOT
71,8,108266,gg wp,NOT
71,2,108266,hate u clck,OFF
71,8,108266,lol commend team,NOT
71,2,108266,and ricki,NOT
71,5,108266,lel,NOT
71,6,108266,sorry man,NOT
72,3,50164,Gg,NOT
72,0,50164,gg,NOT
72,3,50164,xD,NOT
73,0,75228,gg,NOT
73,6,75228,),NOT
73,8,75228,gg wp ns Sorry ns,NOT
73,1,75228,EZ for pudge EZ,OFF
75,6,334947,? gg,NOT
76,5,277614,susntrike is reakl,NOT
76,6,277614,?,NOT
76,3,277614,pro mid,NOT
77,8,78069,hitruga,NOT
77,7,78069,:D,NOT
77,8,78069,GG WP blin pisal ,NOT
77,5,78069,gg wp Gl next,NOT
77,7,78069,GG WP,NOT
78,9,303290,gl hf,NOT
78,8,303290,who's gonna mid?,NOT
78,9,303290,Timber,NOT
78,0,303290,ya,NOT
78,9,303290,udachi i veseloi igra GO FF,OFF
78,7,303290,Lol wp,NOT
78,1,303290,),NOT
78,7,303290,gf[[f[f,OFF
78,1,303290,..,NOT
78,4,303290,gg 5800,NOT
79,1,358514,),NOT
79,2,358514,+,NOT
80,1,80366,? ?,NOT
80,6,80366,GG,NOT
80,1,80366,gg ez,OFF
83,3,304731,jaja,NOT
83,0,304731,gg ez,OFF
83,3,304731,EZ,OFF
84,1,175260,ahhah,NOT
84,4,175260,lol,NOT
84,0,175260,"..!.,",NOT
84,9,175260,),NOT
84,0,175260,),NOT
84,9,175260,WP Solo play Thanks for game!,NOT
84,3,175260,gg,NOT
84,0,175260,sniper noob,OFF
85,4,14975,i am winer,NOT
86,5,111537,Cerf,NOT
86,4,111537,report bone,OFF
86,2,111537,thx bone for win,NOT
86,8,111537,"+ hard luck Luna, should of get atleast a kill there merry chirstmas everyone, happy dota-ing",NOT
87,0,133968,just a little longer thx faggots,OFF
87,5,133968,sorry pa your team ran you into our fountain,NOT
87,7,133968,Xd,NOT
87,1,133968,And the fountain nearly die hey ? RIGHT SPEC?,NOT
87,5,133968,nah the fountain was loling all the way,NOT
87,7,133968,?,NOT
87,6,133968,gg,NOT
87,8,133968,ggwp,NOT
87,0,133968,gg,NOT
87,6,133968,gg,NOT
87,9,133968,ggwp,NOT
88,7,243603,wtf bois,NOT
88,8,243603,stay afk he abandoned,NOT
88,0,243603,grats dups sups,NOT
89,4,198983,lol,NOT
89,7,198983,stun al creep crjo XD muere mrd,NOT
89,3,198983,sry,NOT
89,6,198983,np,NOT
89,7,198983,rthx\,NOT
89,3,198983,GL HF XD,NOT
89,6,198983,ez mid jajaja,OFF
89,3,198983,dun run i got no mana,NOT
89,6,198983,mirenlo xd jajaaj,NOT
89,7,198983,XD,NOT
89,3,198983,sry,NOT
89,7,198983,thx,NOT
89,6,198983,np,NOT
89,3,198983,sry :(,NOT
89,7,198983,c ck carry ,NOT
89,3,198983,FACK,NOT
89,5,198983,nO TEAM EZ MID,OFF
89,3,198983,good one buddy,NOT
89,5,198983,EZZZZZZ,OFF
89,8,198983,GG suport carry AHAHA NI UN ward en todo estos 22 min,NOT
89,7,198983,ck carry tmr,NOT
89,3,198983,SO CLOSE,NOT
89,5,198983,NAAA,NOT
89,3,198983,:(,NOT
89,7,198983,solo reporten al ck papus,OFF
89,6,198983,gg invoker jajaj ese slakr jajajaaja,NOT
89,3,198983,RUNNN I SCARED >..< DUN KILL ME IM FAT,NOT
89,6,198983,jajajajajajajaa ese invoker jajajajaajaj jajajajaja ese invoker jajajaajajajajajajaja hjajaajajajajaja,NOT
89,4,198983,bouyt tto throw this game with this unappreciartive team should i feed down mid?,OFF
89,6,198983,jajaajjajaja jajaajaja,NOT
89,3,198983,ggwp,NOT
89,7,198983,reporten al ck porfa,OFF
89,6,198983,porfa xd jajaa,NOT
89,3,198983,ggwp,NOT
89,7,198983,report ck,OFF
89,8,198983,report CK report ck PLS  = COMMEND CHO  SUKA KAK DELA? ,OFF
91,9,238065,SHO,NOT
91,8,238065,OPYAT SUKA A HUI TAM ,NOT
91,9,238065,OP'AT'?????,NOT
91,8,238065,NA GRABLI NASTUPOL ,NOT
91,9,238065,YEBAK,NOT
91,8,238065,V EBALO POLUCHIL ,NOT
91,9,238065,POLUCHIL SUKAAAA,NOT
91,2,238065,yea,NOT
91,3,238065,report riki ty for game,OFF
91,0,238065,report riki,OFF
92,8,303294,lol,NOT
93,9,237512,why,NOT
94,3,188918,what tje,NOT
94,7,188918,wp] jajaja di maka sunder,NOT
94,2,188918,haha,NOT
94,8,188918,haha aw,NOT
94,1,188918,ggwp,NOT
94,2,188918,wp storm,NOT
94,8,188918,haha,NOT
94,1,188918,watching porn?,OFF
94,3,188918,ka va ning ee,NOT
94,1,188918,gg lol,NOT
94,2,188918,sr,NOT
94,8,188918,haha,NOT
94,1,188918,gg lol,NOT
94,6,188918,sad,NOT
94,0,188918,end wait for?,OFF
94,7,188918,lol,NOT
94,1,188918,lol nooooooooooooo,NOT
94,7,188918,lol,NOT
94,1,188918,ggwp happy def?,NOT
94,3,188918,LOOK AT OUR FUCKING CARRy FUCKING KID,OFF
94,5,188918,GG,NOT
94,1,188918,gg,NOT
94,9,188918,gg,NOT
94,7,188918,GG,NOT
95,8,171297,GG WP,NOT
95,5,171297,),NOT
96,3,346967,sisaj kurac,NOT
96,5,346967,)),NOT
96,6,346967,wp,NOT
96,5,346967,:D,NOT
96,6,346967,ahahahaha ahahahaha 5 4 ajaahha,NOT
96,2,346967,you dont watch map?,NOT
96,6,346967,no 1k player,NOT
96,2,346967,talking about yourself?,NOT
96,6,346967,why not ?? hate me more,NOT
96,3,346967,greed,NOT
96,2,346967,is good,NOT
96,6,346967,hey XD XD ogho dauni1,NOT
96,1,346967,y did u tilt the poor sf?,OFF
96,2,346967,ol am lol,NOT
96,5,346967,this am finish Please,OFF
96,2,346967,you are so useful,NOT
96,5,346967,im done,NOT
96,2,346967,but trashtalking from start,NOT
96,3,346967,psina tupac,NOT
96,6,346967,),NOT
96,1,346967,"u didnt let sf mid, he tilted, u got 3 weak lanes as a result",OFF
96,6,346967,i sf roam,NOT
96,1,346967,oh he didnt want mid from the start?,NOT
96,8,346967,yup,NOT
96,6,346967,wowoowowo stop,NOT
96,9,346967,he stupid kid,OFF
96,1,346967,OK,NOT
96,8,346967,i mean he did,NOT
96,6,346967,we win pls,NOT
96,8,346967,but lost the roll,NOT
96,1,346967,thats on him then,NOT
96,9,346967,with iq < 0,OFF
96,8,346967,and fped sf,OFF
96,1,346967,am had farm,NOT
96,6,346967,comneback o no,NOT
96,1,346967,buit u lost other lanes,NOT
96,9,346967,sf roam,NOT
98,1,342042,fuck dota crash,NOT
98,8,342042,fck you,OFF
98,5,342042,ez,OFF
98,1,342042,;3,NOT
98,8,342042,ez,OFF
98,5,342042,ez gg ez,OFF
98,8,342042,comment me,NOT
98,5,342042,ahahyah gg rez,NOT
98,6,342042,ggwp,NOT
98,5,342042,ez,OFF
98,8,342042,ez,OFF
98,6,342042,haha,NOT
98,9,342042,WP,NOT
98,8,342042,ez noobs,OFF
98,5,342042,commend me,NOT
99,2,262935,Double farm It`s ez game :D Pidarasi redkostnie Ny lan Poxui,OFF
99,5,262935,kak tak to? :),NOT
99,2,262935,Na shakere toge pidaras,NOT
99,3,262935,+ ),NOT
99,2,262935,Nice glif Double hard? Vi 4o eblani?,NOT
99,5,262935,gg :) LOL,NOT
99,8,262935,(,NOT
99,5,262935,lol xaxaax jugger prosto kon4enij ujobok,NOT
99,9,262935,((9,NOT
99,2,262935,hoholchik,NOT
100,5,251245,GG,NOT
100,2,251245,get lvl1 homing missile,NOT
100,6,251245,how do u know piece of shit WTF u from the last game,OFF
100,2,251245,indo dogs?,OFF
100,6,251245,yeah indo so doggy rght nw,OFF
100,2,251245,nice try,NOT
100,0,251245,nice push,NOT
100,2,251245,why u kill me heart,NOT
100,4,251245,gg,NOT
100,3,251245,gg,NOT
100,0,251245,Ez,OFF
101,2,146064,5 stack? haha,NOT
101,8,146064,xd,NOT
101,2,146064,pure retard ????,OFF
101,9,146064,idk raged,OFF
101,2,146064,GG :),NOT
101,7,146064,gg,NOT
101,9,146064,gg wp,NOT
101,2,146064,report ursa pls,OFF
101,5,146064,gg ,NOT
101,2,146064,still no bkb,NOT
101,3,146064,i think actually the best part was that he took aegis for jungle farming,NOT
101,2,146064,+,NOT
105,5,219546,:v :v Q XUXA QUIERES MRD,NOT
106,7,340818,with tin and PA,NOT
106,9,340818,can u report that guys?,OFF
106,2,340818,+,NOT
106,9,340818,they leaving on purpose ...,NOT
106,6,340818,gg report those two they feed and then they leave cool,OFF
106,4,340818,gg,NOT
107,1,293183,wtf buybak kampang gift rampage,NOT
107,0,293183,haha],NOT
107,1,293183,wkawka,NOT
107,0,293183,gg,NOT
107,4,293183,go creep go,NOT
108,2,212766,hi storm come mid my love neja sik olup mana storm ah,NOT
108,4,212766,pl suck in mid vs storm pa,OFF
108,5,212766,at least our storm has no boots,NOT
108,2,212766,pl suck it,OFF
108,7,212766,lol u are nobody,OFF
108,2,212766,i know who win game? me my team? who is mega u ? no no non o,NOT
108,1,212766,ol,NOT
108,2,212766,ezzzzzzzzzzzzzz,OFF
108,9,212766,ez,OFF
108,1,212766,lol ez bate ,OFF
108,9,212766,useless pa,OFF
110,6,85958,gj,NOT
110,1,85958,Wp,NOT
111,4,20964,wow,NOT
111,9,20964,+ lucky,NOT
111,4,20964,ok 5th ... i should have had 11 kills 6,NOT
114,9,60097,ty,NOT
115,5,87558,rofl,NOT
